GroupName,ChartName,USL,LSL,UCL,LCL,Target,Mean,Std,point_time,Batch_ID,cpk,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8,Site9,Site10,Site11,Site12,Site13,Site14,Site15,Site16,Site17
PKG_A,Warpage,2.8,,2.7,,2.0,2.0372,0.1685,2025/01/08 08:00,LOT0015,1.5092,2.3296,1.8005,2.003,2.2405,2.2669,1.7296,1.9515,2.2856,2.1156,2.0531,1.9705,1.9372,2.0716,1.9635,2.0055,2.0297,1.8784
PKG_A,Warpage,2.8,,2.7,,2.0,2.0593,0.2593,2025/01/08 20:00,LOT0016,0.952,2.1214,2.5978,1.6596,2.0798,1.863,2.1305,2.0243,2.1674,2.2501,2.0535,2.2414,1.5461,2.3331,2.09,2.2306,1.771,1.8488
PKG_A,Warpage,2.8,,2.7,,2.0,1.9832,0.2076,2025/01/09 08:00,LOT0017,1.3117,2.0452,2.0126,2.0726,2.2329,1.663,2.2108,2.0177,1.9752,1.7218,2.1166,1.5332,2.1457,1.7176,2.0267,1.9922,2.2499,1.9803
PKG_A,Warpage,2.8,,2.7,,2.0,2.0335,0.2295,2025/01/09 20:00,LOT0018,1.113,1.8782,1.9157,2.2716,2.1243,1.9399,1.9697,1.7036,2.0947,1.665,2.1674,2.0427,2.4944,1.797,1.9965,2.3767,2.2553,1.8778
PKG_A,Warpage,2.8,,2.7,,2.0,1.9491,0.1529,2025/01/10 08:00,LOT0019,1.8547,2.0628,2.0184,2.0744,1.8783,2.0001,1.6984,2.045,2.108,1.9725,1.695,2.2157,2.0909,1.8728,1.9619,1.7179,1.8129,1.9104
PKG_A,Warpage,2.8,,2.7,,2.0,1.9859,0.2156,2025/01/10 20:00,LOT0020,1.2587,2.2647,1.8911,2.147,1.9113,2.0686,1.9907,2.1936,1.912,1.7045,1.7426,1.9126,1.7692,2.101,1.9258,2.4939,1.6715,2.0597
PKG_A,Warpage,2.8,,2.7,,2.0,1.9636,0.2118,2025/01/11 08:00,LOT0021,1.3165,1.7944,1.9213,2.0483,1.5549,2.0674,2.4006,1.9293,2.072,2.225,1.9872,1.9038,1.5649,2.1482,1.9974,1.8175,2.0453,1.9033
PKG_A,Warpage,2.8,,2.7,,2.0,1.9944,0.1865,2025/01/11 20:00,LOT0022,1.44,1.9153,2.1423,1.7533,2.2305,1.7415,1.8885,2.4056,2.2465,2.0405,1.8329,1.9151,2.0357,2.0285,2.0028,2.0148,1.9781,1.7326
PKG_A,Warpage,2.8,,2.7,,2.0,1.9947,0.1644,2025/01/12 08:00,LOT0023,1.633,1.9187,2.2049,1.7483,1.9841,1.858,2.0443,1.9443,2.3175,2.1233,1.7596,2.1562,1.8671,1.9066,2.0848,1.9237,2.2006,1.8671
PKG_A,Warpage,2.8,,2.7,,2.0,1.9959,0.2143,2025/01/12 20:00,LOT0024,1.2506,1.8992,1.8917,1.9099,2.2428,2.1488,2.365,2.4765,1.8169,2.0371,1.7878,1.8675,1.897,1.8116,1.8126,1.9941,1.7797,2.1914
PKG_A,Warpage,2.8,,2.7,,2.0,2.0324,0.2652,2025/01/13 08:00,LOT0025,0.9646,1.8404,2.5859,1.9337,2.0384,1.7649,2.3652,2.2479,2.0834,1.7546,2.0661,1.7997,2.3165,2.1858,2.0431,1.5367,1.8273,2.1616
PKG_A,Warpage,2.8,,2.7,,2.0,1.9908,0.1813,2025/01/13 20:00,LOT0026,1.4873,2.2676,2.2468,1.7066,2.0853,2.2281,1.6933,2.0234,2.0798,1.9648,1.6546,1.9599,1.9595,1.9954,1.9123,1.9364,2.0171,2.1135
PKG_A,Warpage,2.8,,2.7,,2.0,1.9915,0.1883,2025/01/14 08:00,LOT0027,1.4316,1.9651,1.9441,2.0445,1.6418,2.1214,2.0259,2.0339,2.2181,1.6354,1.6312,2.0808,2.0246,2.06,1.9336,2.1589,2.2125,2.1228
PKG_A,Warpage,2.8,,2.7,,2.0,2.0523,0.1889,2025/01/14 20:00,LOT0028,1.3191,1.9748,1.6055,2.1808,2.2713,2.1559,1.8511,2.1618,2.1991,2.3388,1.8518,1.9817,2.1765,2.0385,1.8035,2.1099,2.1427,2.0446
PKG_A,Warpage,2.8,,2.7,,2.0,1.963,0.1798,2025/01/15 08:00,LOT0029,1.5513,2.0719,1.9763,2.3237,1.8479,1.9105,2.0302,2.2038,1.7285,1.7659,1.6205,2.0345,1.8043,1.9511,2.1603,1.8997,2.0743,1.9681
PKG_A,Warpage,2.8,,2.7,,2.0,2.0657,0.1522,2025/01/15 20:00,LOT0030,1.6083,2.1634,2.124,1.8906,1.9953,2.2377,2.1077,1.7496,2.1601,1.8121,2.3115,2.2338,2.087,2.0604,1.9872,2.1647,1.9548,2.0761
PKG_A,Warpage,2.8,,2.7,,2.0,1.9939,0.2413,2025/01/16 08:00,LOT0031,1.1137,2.2044,1.9176,1.9068,1.7911,1.8171,1.6643,2.176,2.3918,2.3151,1.7048,2.175,2.3144,1.9386,2.0503,1.6284,2.0833,1.8173
PKG_A,Warpage,2.8,,2.7,,2.0,1.9563,0.1885,2025/01/16 20:00,LOT0032,1.4918,2.0709,1.7188,2.1396,2.2359,1.8744,1.8036,1.5998,1.9777,1.9147,1.7208,2.1216,1.941,1.8159,1.9201,2.2453,2.1516,2.005
PKG_A,Warpage,2.8,,2.7,,2.0,1.9454,0.2462,2025/01/17 08:00,LOT0033,1.157,2.1558,1.7998,2.0385,2.0615,1.938,2.1191,1.8759,2.134,2.1424,1.4486,2.2701,1.4225,1.9088,2.2371,1.9685,1.7388,1.8133
PKG_A,Warpage,2.8,,2.7,,2.0,1.9901,0.227,2025/01/17 20:00,LOT0034,1.1894,2.2384,1.6487,2.2588,2.022,1.7945,1.9164,1.8296,2.2062,2.1795,1.6892,1.9523,1.8604,2.2917,1.763,2.3538,2.0263,1.8006
PKG_A,Warpage,2.8,,2.7,,2.0,1.9082,0.1969,2025/01/18 08:00,LOT0035,1.5096,1.8985,1.8737,1.7791,2.053,1.7884,1.5979,1.9581,1.6734,1.8836,1.8522,1.8598,2.4342,2.0453,2.0831,1.6787,1.9032,2.0771
PKG_A,Warpage,2.8,,2.7,,2.0,1.9944,0.1164,2025/01/18 20:00,LOT0036,2.3067,1.8301,2.2166,1.7945,1.9777,1.9178,2.0679,1.9069,1.9808,1.9878,1.8881,2.132,2.0827,2.0173,1.9489,2.1943,1.9878,1.9737
PKG_A,Warpage,2.8,,2.7,,2.0,2.019,0.1864,2025/01/19 08:00,LOT0037,1.3968,2.0569,2.3753,1.7679,2.19,1.6574,2.0795,2.351,2.1337,2.0701,1.9239,2.0422,1.9856,1.8788,1.978,2.0757,1.8826,1.8747
PKG_A,Warpage,2.8,,2.7,,2.0,2.0656,0.1769,2025/01/19 20:00,LOT0038,1.3838,1.765,2.1151,2.1461,2.0833,2.23,2.0546,2.1154,2.0978,2.0187,1.9308,2.4798,1.9466,1.9038,2.1238,2.0874,1.756,2.2615
PKG_A,Warpage,2.8,,2.7,,2.0,2.0762,0.1719,2025/01/20 08:00,LOT0039,1.4037,2.0192,1.8158,2.2758,2.1631,1.7851,2.3934,2.1698,2.036,2.356,2.0699,2.0324,1.9059,2.1544,2.1333,2.0409,1.88,2.064
PKG_A,Warpage,2.8,,2.7,,2.0,1.9987,0.2,2025/01/20 20:00,LOT0040,1.3352,2.025,1.7723,1.7446,2.152,1.5186,2.0801,1.9434,2.3006,1.9403,2.1709,1.9596,2.0617,2.1864,1.9465,2.2383,1.8403,2.0979
PKG_A,Warpage,2.8,,2.7,,2.0,2.0931,0.2319,2025/01/21 08:00,LOT0041,1.0163,2.2245,2.172,2.4233,1.8873,1.7642,1.8411,2.1721,2.1396,2.0605,1.8154,2.1934,1.7951,2.2718,2.6115,2.1133,2.1566,1.9414
PKG_A,Warpage,2.8,,2.7,,2.0,1.973,0.1975,2025/01/21 20:00,LOT0042,1.3959,1.679,1.9205,1.8224,1.7516,2.3855,2.0956,2.1169,1.9792,2.0064,2.2339,2.0345,2.1471,2.0018,1.9726,1.7596,1.6455,1.9887
PKG_A,Warpage,2.8,,2.7,,2.0,2.0042,0.1639,2025/01/22 08:00,LOT0043,1.6187,2.0533,1.7848,2.0351,2.0528,1.6108,1.859,2.1235,2.1194,1.8113,2.0737,2.2465,2.1974,2.0229,1.9484,1.9161,2.1356,2.081
PKG_A,Warpage,2.8,,2.7,,2.0,2.048,0.2017,2025/01/22 20:00,LOT0044,1.2431,2.1689,2.0694,2.2068,2.0619,2.1999,2.2172,1.8821,1.6814,2.3517,2.0943,1.7001,1.9002,2.1974,1.9871,1.9406,2.3232,1.8335
PKG_A,Warpage,2.8,,2.7,,2.0,2.0749,0.0933,2025/01/23 08:00,LOT0045,2.5914,1.8844,2.0863,2.1221,2.1433,2.2262,2.0837,2.1419,1.9922,2.0565,2.0655,2.087,2.1985,2.155,2.0528,1.8822,2.0575,2.0384
PKG_A,Warpage,2.8,,2.7,,2.0,2.1255,0.179,2025/01/23 20:00,LOT0046,1.2561,2.0836,2.4863,1.9402,2.1295,2.2587,2.0646,2.5126,1.9694,2.1098,1.8852,1.9747,2.0948,2.2143,2.1088,2.2968,2.026,1.9786
PKG_A,Warpage,2.8,,2.7,,2.0,2.0603,0.1894,2025/01/24 08:00,LOT0047,1.3021,2.5868,2.1248,1.9021,1.9071,1.8575,2.2333,1.9731,2.0715,2.0333,2.1923,1.8767,1.8309,2.0909,2.1662,2.1125,1.8841,2.1815
PKG_A,Warpage,2.8,,2.7,,2.0,2.0266,0.2285,2025/01/24 20:00,LOT0048,1.1282,1.8982,1.9427,1.8582,2.3072,2.1737,2.168,2.2964,2.6095,1.7052,1.8993,1.9238,1.8768,1.8315,1.9871,1.8037,2.114,2.0573
PKG_A,Warpage,2.8,,2.7,,2.0,2.0451,0.2237,2025/01/25 08:00,LOT0049,1.1249,2.1442,2.1495,2.1686,1.9733,2.4722,2.0949,1.6755,1.8475,1.6999,2.0515,2.0236,1.9543,2.4502,2.1578,2.1932,1.8618,1.8482
PKG_A,Warpage,2.8,,2.7,,2.0,2.0264,0.1315,2025/01/25 20:00,LOT0050,1.9613,2.0564,2.0836,1.6777,2.0129,2.0518,2.006,1.8863,1.9411,2.0136,2.0672,2.17,2.2652,1.9901,1.9578,2.1365,2.1712,1.9622
PKG_A,Warpage,2.8,,2.7,,2.0,2.0461,0.1755,2025/01/26 08:00,LOT0051,1.4318,2.2081,2.2459,2.3083,2.4057,1.8767,2.0528,2.0523,2.0304,1.9201,1.7529,2.0685,1.8963,2.0672,1.8912,1.8301,2.0969,2.0802
PKG_A,Warpage,2.8,,2.7,,2.0,2.0441,0.2155,2025/01/26 20:00,LOT0052,1.1691,2.1669,2.4882,2.1065,2.148,1.8355,1.7936,2.3676,1.8663,1.8422,2.0432,2.033,1.8705,1.99,2.2969,1.8898,1.7723,2.2395
PKG_A,Warpage,2.8,,2.7,,2.0,1.9993,0.2283,2025/01/27 08:00,LOT0053,1.1693,2.1505,1.9279,1.7356,1.9031,2.0411,2.2851,1.8447,2.0351,2.187,1.5757,2.2588,1.8155,2.1184,2.1013,2.2689,2.1622,1.5765
PKG_A,Warpage,2.8,,2.7,,2.0,2.0183,0.2357,2025/01/27 20:00,LOT0054,1.1053,1.896,2.0806,2.014,2.1485,2.2109,2.1747,2.0101,1.6837,1.9619,2.1363,1.8349,2.1793,2.2347,2.0784,1.4402,1.7974,2.4302
PKG_A,Warpage,2.8,,2.7,,2.0,2.1342,0.2137,2025/01/28 08:00,LOT0055,1.0385,1.9447,1.6572,2.301,2.0567,2.275,2.1094,2.1457,2.1266,2.1935,2.5095,2.2482,1.7379,2.1433,2.2823,2.2945,1.9687,2.287
PKG_A,Warpage,2.8,,2.7,,2.0,2.0767,0.2432,2025/01/28 20:00,LOT0056,0.9912,2.2405,2.5695,1.905,1.9535,1.9938,1.957,1.877,1.5025,1.9681,2.1289,1.9564,2.4421,2.0577,2.3132,2.1073,2.2203,2.1108
PKG_A,Warpage,2.8,,2.7,,2.0,2.1119,0.2365,2025/01/29 08:00,LOT0057,0.9701,2.3298,2.0672,2.1552,2.1293,1.9983,2.137,2.5029,2.0019,2.1399,2.3076,2.2841,2.0583,1.5793,2.1593,1.6121,2.35,2.0899
PKG_A,Warpage,2.8,,2.7,,2.0,2.0893,0.2364,2025/01/29 20:00,LOT0058,1.0022,2.2569,1.8766,1.7465,2.1092,2.0503,1.9587,2.0739,2.6105,2.2239,2.2669,2.2258,2.3529,2.019,1.646,2.0193,2.2193,1.863
PKG_A,Warpage,2.8,,2.7,,2.0,2.0923,0.2092,2025/01/30 08:00,LOT0059,1.1275,2.0227,1.9196,2.3584,2.2079,2.1883,2.1823,2.0506,2.0975,1.821,1.6207,2.088,2.1228,2.2999,2.3723,2.372,1.8584,1.9875
PKG_A,Warpage,2.8,,2.7,,2.0,2.0853,0.2345,2025/01/30 20:00,LOT0060,1.016,2.1551,2.5654,2.355,2.2829,1.9814,1.8824,2.2168,1.8389,2.0113,2.036,2.3776,1.9881,1.5712,2.1599,1.9192,2.0675,2.0417
PKG_A,Warpage,2.8,,2.7,,2.0,1.9845,0.1972,2025/01/31 08:00,LOT0061,1.3784,2.0053,2.2181,1.7534,1.9566,2.1968,1.9372,1.7382,2.1937,2.2846,2.051,1.6678,2.2012,1.728,2.1218,1.8825,1.828,1.9716
PKG_A,Warpage,2.8,,2.7,,2.0,1.966,0.2034,2025/01/31 20:00,LOT0062,1.367,2.0243,1.9322,2.1787,1.9718,2.257,2.1172,1.9215,1.8878,1.7315,2.1191,1.9901,1.5866,1.9539,1.8808,2.3761,1.7204,1.7727
PKG_A,Warpage,2.8,,2.7,,2.0,2.0785,0.2624,2025/02/01 08:00,LOT0063,0.9165,2.284,2.3334,1.913,1.9356,2.1852,1.5966,1.6898,2.0059,2.372,1.9749,2.0822,2.2888,2.4834,1.9466,2.0586,2.4264,1.7576
PKG_A,Warpage,2.8,,2.7,,2.0,2.0873,0.1904,2025/02/01 20:00,LOT0064,1.2476,2.2685,1.8593,2.0835,2.0145,1.8714,1.8664,2.1183,2.2621,2.0371,2.077,2.1772,1.8687,2.2109,2.2269,2.5837,1.9878,1.9714
PKG_A,Warpage,2.8,,2.7,,2.0,1.9705,0.179,2025/02/02 08:00,LOT0065,1.5444,2.2178,2.2278,1.957,1.9834,2.1722,1.8985,1.9819,2.0819,2.2632,1.9431,1.6955,1.6807,1.8121,1.8014,2.0331,1.8262,1.9234
PKG_A,Warpage,2.8,,2.7,,2.0,2.0595,0.184,2025/02/02 20:00,LOT0066,1.3412,1.9102,1.9769,2.3295,2.1974,2.0682,1.9728,1.9784,2.1305,2.1818,1.8835,2.0723,1.6587,2.1073,2.2174,2.009,2.4283,1.8888
PKG_A,Warpage,2.8,,2.7,,2.0,2.0996,0.1984,2025/02/03 08:00,LOT0067,1.1768,2.1095,2.0588,2.0459,2.0431,2.0874,2.2356,2.3415,2.0655,2.2291,1.9256,2.2192,1.9136,2.2841,2.5081,2.0416,1.6275,1.9564
PKG_A,Warpage,2.8,,2.7,,2.0,2.1824,0.1369,2025/02/03 20:00,LOT0068,1.5039,2.3134,2.1776,2.1168,2.2687,2.1639,2.3105,2.2509,2.3713,2.1388,2.2481,2.0056,1.9467,2.4084,2.1102,2.228,2.0917,1.9497
PKG_A,Warpage,2.8,,2.7,,2.0,2.1204,0.212,2025/02/04 08:00,LOT0069,1.0687,2.0702,2.3552,2.179,1.7257,2.025,2.4245,2.0252,1.7079,2.4466,2.2045,2.054,1.9937,2.2845,1.9596,2.2977,2.1764,2.1169
PKG_A,Warpage,2.8,,2.7,,2.0,2.0816,0.1873,2025/02/04 20:00,LOT0070,1.2785,2.0981,2.034,2.2781,1.8959,1.7446,2.1919,2.1952,2.165,2.1505,2.0049,2.2265,2.0599,1.9716,2.0066,2.4731,1.722,2.169
PKG_A,Warpage,2.8,,2.7,,2.0,2.0839,0.2445,2025/02/05 08:00,LOT0071,0.9764,1.7342,2.0484,1.9833,1.653,2.1478,1.994,1.6502,2.2379,2.357,2.368,2.1418,2.0792,2.3356,2.4065,2.2967,1.8817,2.1103
PKG_A,Warpage,2.8,,2.7,,2.0,2.1306,0.2076,2025/02/05 20:00,LOT0072,1.075,2.1589,1.7091,2.1649,2.5256,2.199,2.3657,2.1076,2.0564,2.1473,1.9078,1.8782,2.3243,2.3455,1.8728,2.2646,2.0536,2.139
PKG_A,Warpage,2.8,,2.7,,2.0,2.1198,0.2163,2025/02/06 08:00,LOT0073,1.0484,2.164,2.2709,2.0885,2.354,2.1339,2.1968,1.9053,2.5037,2.166,2.2146,1.7504,1.9075,2.3196,2.1294,1.6892,2.2797,1.9632
PKG_A,Warpage,2.8,,2.7,,2.0,2.0338,0.1988,2025/02/06 20:00,LOT0074,1.2845,2.3553,2.0554,2.1139,2.3088,1.8935,1.8744,2.0337,2.2384,1.8068,1.7394,2.2377,1.9524,1.9946,1.7016,1.9372,2.0715,2.2591
PKG_A,Warpage,2.8,,2.7,,2.0,2.1059,0.1838,2025/02/07 08:00,LOT0075,1.2587,1.9198,2.4055,1.9371,1.9374,2.3815,2.1163,1.9636,2.043,2.3446,2.3672,1.9106,2.0655,2.092,1.8768,2.0629,2.0751,2.302
PKG_A,Warpage,2.8,,2.7,,2.0,2.0922,0.2241,2025/02/07 20:00,LOT0076,1.0529,2.3165,2.0092,2.0322,2.2079,1.958,2.1927,2.0574,1.8811,1.8836,2.3644,2.0437,2.4031,1.9723,2.1332,2.5535,1.8635,1.6954
PKG_A,Warpage,2.8,,2.7,,2.0,2.0167,0.1274,2025/02/08 08:00,LOT0077,2.049,2.3333,1.9106,2.0719,1.9588,2.1296,1.8859,2.04,2.166,1.8743,1.936,2.0065,1.7902,1.9915,2.0998,1.9961,2.0217,2.072
PKG_A,Warpage,2.8,,2.7,,2.0,2.1046,0.1911,2025/02/08 20:00,LOT0078,1.2128,1.9459,2.2152,2.3642,1.9841,2.174,2.0291,2.1501,2.3902,2.1787,1.7223,2.1678,2.3236,2.0327,2.2761,1.939,1.7799,2.1052
PKG_A,Warpage,2.8,,2.7,,2.0,2.0515,0.2103,2025/02/09 08:00,LOT0079,1.1865,1.7267,2.03,2.3354,1.696,1.8221,1.8716,2.0653,2.0049,2.3578,2.2689,2.1771,2.1071,2.1566,1.9056,2.2494,1.8556,2.2451
PKG_A,Warpage,2.8,,2.7,,2.0,2.0619,0.1867,2025/02/09 20:00,LOT0080,1.3179,2.3162,2.1212,2.0438,2.1591,1.5067,2.1395,2.0563,2.0689,2.2203,2.064,1.851,2.0507,2.0925,2.102,2.1114,2.2869,1.8618
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.6363,1.5628,2025/01/01 08:00,LOT0001,0.9889,30.2636,31.9349,27.3981,30.2695,29.1219,29.4439,28.6428,29.7457,32.7619,28.1034,28.2456,28.0471,32.5911,29.3065,29.9615,29.3958,28.5834
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.2324,1.6709,2025/01/01 20:00,LOT0002,0.9511,29.6473,33.6874,32.0881,28.7206,30.9714,28.7527,27.3354,31.5293,31.7401,31.5691,29.2952,29.7498,31.1246,30.5872,29.4095,27.5714,30.1708
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.1568,1.5822,2025/01/02 08:00,LOT0003,1.0204,31.6185,28.2036,30.9581,30.4973,31.1252,31.308,28.9583,27.5746,29.1997,31.3337,29.187,28.9589,27.268,32.629,31.2386,31.1548,31.4516
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.4206,1.3108,2025/01/02 20:00,LOT0004,1.1645,30.8651,29.6335,29.7544,29.3587,33.9521,30.8339,29.3043,30.6982,28.4837,32.2568,29.0084,30.7516,31.599,30.5772,30.1417,30.0162,29.9153
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.0704,1.1764,2025/01/03 08:00,LOT0005,1.3968,29.135,29.3258,32.2194,29.8372,28.8213,29.2256,31.6506,31.0134,30.8405,29.6137,30.86,29.0347,29.6106,31.4547,31.3114,28.5271,28.7167
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.6481,1.4748,2025/01/03 20:00,LOT0006,1.0505,30.1631,32.5892,27.1267,30.4175,27.9359,29.0485,29.4534,29.3692,29.1993,30.0108,29.1971,27.8063,31.1698,31.1293,31.2648,27.6889,30.4484
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.5772,1.7137,2025/01/04 08:00,LOT0007,0.8603,31.014,28.4532,30.0138,29.8256,32.7632,32.8867,27.5035,33.7409,28.6272,31.471,31.4557,28.5065,30.7399,29.8387,30.8315,30.346,31.7945
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.4254,1.2835,2025/01/04 20:00,LOT0008,1.1881,30.1131,29.7482,31.6441,30.8706,31.0977,29.0031,28.4321,29.1484,29.0688,31.1793,31.464,29.7673,32.1464,32.0527,30.3651,28.7672,32.3631
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.7366,1.8231,2025/01/05 08:00,LOT0009,0.866,29.9085,30.1892,29.4906,28.6653,27.797,30.9493,28.8249,34.5893,28.3709,28.1139,30.7652,32.294,30.0969,30.8584,27.2347,28.9837,28.3896
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.7355,1.4227,2025/01/05 20:00,LOT0010,1.1095,27.1574,30.1755,26.6358,28.0167,29.1942,28.7531,30.5946,30.4584,31.3407,31.1286,31.7112,29.9971,30.4552,30.7673,30.2125,29.4042,29.5013
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.7591,1.1989,2025/01/06 08:00,LOT0011,1.3232,28.7737,30.6324,29.859,29.0052,29.0066,28.1844,31.4683,30.1179,28.7058,31.2128,29.1593,27.8902,31.5318,29.1944,29.3867,30.0618,31.7139
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.1516,1.8592,2025/01/06 20:00,LOT0012,0.8693,30.0301,28.2013,30.8158,29.2725,32.8319,29.9983,26.6474,30.536,32.9169,32.3639,32.7464,28.4704,31.3682,28.917,30.3364,28.0906,29.0333
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.8806,1.8468,2025/01/07 08:00,LOT0013,0.8809,28.9856,31.3478,31.2011,30.4152,27.9744,29.5325,28.8808,31.3045,31.7673,31.5846,28.8672,25.8907,27.3496,32.1324,29.3981,28.8739,32.464
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.9367,1.701,2025/01/07 20:00,LOT0014,0.9674,31.8977,30.0367,29.5599,29.8018,30.3407,32.4001,30.6337,31.089,31.7539,28.2455,31.1323,29.5581,26.2259,26.8077,28.4728,30.7968,30.1707
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.1801,1.5185,2025/01/08 08:00,LOT0015,1.058,30.2766,32.9264,28.0964,29.9588,30.4567,28.8956,30.0425,27.6001,32.1149,28.9776,33.0471,29.9513,31.5421,29.92,29.9539,29.124,30.1787
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.5752,1.4963,2025/01/08 20:00,LOT0016,0.9857,30.477,28.8236,29.8124,29.0849,33.4495,29.8654,32.3178,29.7066,30.3889,28.018,29.3294,30.3158,32.379,30.333,32.0756,30.9611,32.4411
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.2761,1.9599,2025/01/09 08:00,LOT0017,0.8034,29.9114,33.5853,29.2719,28.8503,28.1849,33.4965,31.2292,29.4988,31.8735,31.0315,32.9492,27.6783,29.602,29.3062,27.0395,31.5905,29.5944
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.122,1.5902,2025/01/09 20:00,LOT0018,1.0225,31.1094,33.5397,29.4701,29.3683,30.178,31.4809,29.1499,29.0536,31.5858,30.568,26.9329,28.1619,32.2519,30.6029,28.8567,29.7444,30.0199
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.9448,1.1663,2025/01/10 08:00,LOT0019,1.4132,31.1036,27.9626,28.7386,30.4094,29.8502,30.8578,28.1557,30.5357,31.6374,30.7302,30.2087,29.8562,28.7477,29.892,31.8896,29.8215,28.6653
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.8451,1.1076,2025/01/10 20:00,LOT0020,1.4581,29.2616,30.3013,29.4397,30.728,30.7843,31.3335,32.1353,31.4938,28.5986,28.6447,29.8863,29.3232,28.2925,29.3375,29.2882,28.9922,29.5263
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.5581,1.5355,2025/01/11 08:00,LOT0021,0.9643,31.7677,30.2989,33.7077,30.2558,29.5649,30.0062,30.3847,30.6529,33.1151,28.732,31.2886,30.3116,27.6434,31.156,31.9014,28.7142,29.9866
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.6688,1.4018,2025/01/11 20:00,LOT0022,1.1102,27.412,28.1118,31.572,29.3004,28.3368,30.3442,29.2164,29.2938,31.109,28.2574,28.642,30.2311,31.4541,31.8572,29.0024,31.4061,28.8238
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.2874,1.5282,2025/01/12 08:00,LOT0023,1.0279,32.7393,28.2993,31.9927,29.0153,33.0199,30.887,28.476,29.2166,31.1718,31.579,29.8939,30.067,31.1375,30.1977,28.0597,28.7805,30.3527
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.4126,1.075,2025/01/12 20:00,LOT0024,1.4225,31.8232,32.424,31.1693,30.4309,31.1232,28.9999,29.7702,28.7638,28.1269,30.5003,30.2783,31.0315,30.8192,30.364,30.8349,29.936,30.6193
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.4176,1.6171,2025/01/13 08:00,LOT0025,0.9446,28.9108,30.5546,31.0026,28.9955,30.0777,29.0646,29.2102,28.3126,31.8987,31.5985,30.8062,32.9583,29.7161,34.5476,29.6587,30.3828,29.4033
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.187,1.4993,2025/01/13 20:00,LOT0026,1.0701,30.5585,31.2534,29.8291,32.6651,30.3587,30.4057,28.6365,30.6277,29.799,29.0876,28.8353,34.0076,29.6048,27.8145,28.9527,29.9226,30.82
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.0685,1.3047,2025/01/14 08:00,LOT0027,1.2599,30.8322,31.0149,29.0327,30.5107,28.6859,29.0705,28.6234,28.2174,31.5963,31.0329,31.465,30.059,31.1652,27.3581,31.2946,30.2657,30.9407
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.228,1.2287,2025/01/14 20:00,LOT0028,1.1471,30.57,28.5194,27.7529,28.9319,30.8474,31.0351,27.9481,28.5284,28.9151,29.464,27.9569,27.8669,28.7672,30.1294,28.2291,29.8263,31.5878
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.2231,1.0647,2025/01/15 08:00,LOT0029,1.4955,28.0473,29.6903,31.5371,29.3726,29.1395,31.7452,29.5407,31.6567,30.6434,29.4857,30.7195,30.4807,31.5313,29.1775,30.0618,29.9077,31.0562
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,29.9507,1.8149,2025/01/15 20:00,LOT0030,0.9092,28.4622,31.5255,30.6995,28.0246,31.8124,33.3511,31.5028,32.1405,30.1281,27.5077,27.2338,30.3826,29.112,28.6281,29.9059,30.9234,27.8209
PKG_B,Bond_Strength,35.0,25.0,33.0,27.0,30.0,30.2885,1.2643,2025/01/16 08:00,LOT0031,1.2422,29.3267,32.2648,28.3871,31.3046,29.2729,30.8187,31.646,31.1119,31.3637,28.2726,31.6705,28.721,30.3893,30.3874,30.7277,30.5054,28.7343
